"County","ElecYear","Election","ElecDate","PrecNo","PrecName","Party","Contest","Descr","VoteFor","Candidate","Posn","Count","PctCnt","Total","PctTot"
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","1728",238,27.74,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","1729",32,3.73,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1730",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","1735",596,70.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","1736",248,29.38,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1737",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","1742",565,66.94,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","1743",212,25.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","1744",40,4.74,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","1745",26,3.08,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1746",1,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","1751",549,65.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","1752",221,26.28,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","1753",43,5.11,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","1754",27,3.21,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1755",1,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","1759",582,68.88,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","1760",262,31.01,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1761",1,.12,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","DEM-REP","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","H SCOTT CONKLIN","1766",777,98.60,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1767",11,1.40,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","1772",360,49.38,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0021","21 SC SOUTHEAST","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","1773",369,50.62,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","REGISTERED VOTERS - TOTAL","","","","1785",1162,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","BALLOTS CAST - TOTAL","","","","1786",506,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","VOTER TURNOUT - TOTAL","","","","1787",,43.55,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","1792",122,70.52,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","1793",44,25.43,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","1794",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","1795",1,.58,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","1796",6,3.47,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","1801",322,63.76,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","1802",122,24.16,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","1803",4,.79,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","1804",9,1.78,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","1805",38,7.52,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1806",10,1.98,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","KATIE MCGINTY","1811",314,63.05,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","1812",133,26.71,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","1813",45,9.04,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1814",6,1.20,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","1819",323,66.32,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","1820",155,31.83,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1821",9,1.85,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","1826",276,56.79,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","1827",120,24.69,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","1828",46,9.47,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","1829",39,8.02,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1830",5,1.03,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","1835",284,58.32,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","1836",124,25.46,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","1837",45,9.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","1838",30,6.16,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1839",4,.82,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","1843",304,62.55,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","1844",177,36.42,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1845",5,1.03,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","DEM-REP","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","H SCOTT CONKLIN","1850",437,97.33,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1851",12,2.67,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","1856",205,45.86,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0022","22 SC SOUTH CENTRAL 1","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","1857",242,54.14,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","REGISTERED VOTERS - TOTAL","","","","1869",1154,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","BALLOTS CAST - TOTAL","","","","1870",695,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","VOTER TURNOUT - TOTAL","","","","1871",,60.23,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","1876",185,74.30,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","1877",59,23.69,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","CONSTITUTION PARTY","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","CONSTITUTION PARTY","1878",1,.40,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","GREEN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","GREEN","1879",2,.80,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","LIBERTARIAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","LIBERTARIAN","1880",2,.80,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","HILLARY CLINTON,  PRESIDENT","1885",490,70.81,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DONALD J TRUMP,  PRESIDENT","1886",157,22.69,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","CONSTITUTION PARTY","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","DARRELL L CASTLE,  PRESIDENT","1887",2,.29,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","GREEN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","JILL STEIN,  PRESIDENT","1888",9,1.30,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","LIBERTARIAN","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","GARY JOHNSON, PRESIDENT","1889",24,3.47,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","PRESIDENTIAL ELECTORS","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1890",10,1.45,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","KATIE MCGINTY","1895",471,68.66,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","PAT TOOMEY","1896",180,26.24,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","LIBERTARIAN","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","EDWARD T CLIFFORD, III","1897",35,5.10,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","UNITED STATES SENATOR","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1898",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOSH SHAPIRO","1903",485,71.75,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN RAFFERTY","1904",190,28.11,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","ATTORNEY GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1905",1,.15,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","EUGENE A DEPASQUALE","1910",429,64.51,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN BROWN","1911",171,25.71,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","GREEN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","JOHN J SWEENEY","1912",34,5.11,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","LIBERTARIAN","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","ROY A MINET","1913",31,4.66,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","AUDITOR GENERAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1914",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JOE TORSELLA","1919",418,63.14,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","OTTO VOIT","1920",167,25.23,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","GREEN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","KRISTIN COMBS","1921",46,6.95,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","LIBERTARIAN","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","JAMES BABB","1922",31,4.68,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","STATE TREASURER","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1923",0,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEMOCRATIC","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","KERITH STRANO TAYLOR","1927",460,69.17,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","REPUBLICAN","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","GLENN GT THOMPSON","1928",201,30.23,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","REPRESENTATIVE IN CONGRESS 5TH CONGRESSIONAL","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1929",4,.60,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","DEM-REP","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","H SCOTT CONKLIN","1934",590,97.52,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","REPRESENTATIVE IN THE GENERAL ASSEMBLY 77TH LEGISLATIVE","","VOTE FOR NOT MORE THAN  1","WRITE-IN","1935",15,2.48,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","YES","1940",292,49.08,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0023","23 SC SOUTH CENTRAL 2","","JUDGES AGE","","VOTE FOR NOT MORE THAN  1","NO","1941",303,50.92,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0024","24 SC EAST 1","","REGISTERED VOTERS - TOTAL","","","","1953",4573,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0024","24 SC EAST 1","","BALLOTS CAST - TOTAL","","","","1954",1645,,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0024","24 SC EAST 1","","VOTER TURNOUT - TOTAL","","","","1955",,35.97,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0024","24 SC EAST 1","DEMOCRATIC","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","DEMOCRATIC","1960",330,48.89,"",""
"CENTRE COUNTY, PENNSYLVANIA","2016","GENERAL ELECTION","NOVEMBER 8 2016","0024","24 SC EAST 1","REPUBLICAN","STRAIGHT PARTY","","VOTE FOR NOT MORE THAN  1","REPUBLICAN","1961",336,49.78,"",""
