id,name,tot_pop,no_hc,with_hc,public_hc,private_hc,perc_no_hc,perc_hc
17159,"Richland County, Illinois",15943,1596,14347,5937,10943,0.10010663,0.89989337
17161,"Rock Island County, Illinois",144611,15141,129470,54195,98513,0.104701579,0.895298421
17163,"St. Clair County, Illinois",262415,28886,233529,93011,170217,0.110077549,0.889922451
17165,"Saline County, Illinois",24276,3011,21265,11683,13930,0.124031966,0.875968034
17167,"Sangamon County, Illinois",196674,16803,179871,64282,143029,0.085435797,0.914564203
17169,"Schuyler County, Illinois",7368,1210,6158,2545,4688,0.16422367,0.83577633
17171,"Scott County, Illinois",5211,561,4650,1938,3528,0.10765688,0.89234312
17173,"Shelby County, Illinois",22001,1859,20142,8314,15453,0.084496159,0.915503841
17175,"Stark County, Illinois",5785,543,5242,2373,4149,0.09386344,0.90613656
17177,"Stephenson County, Illinois",46322,4097,42225,19772,29845,0.088446095,0.911553905
17179,"Tazewell County, Illinois",133533,10221,123312,39940,103106,0.076542877,0.923457123
17181,"Union County, Illinois",17411,2076,15335,7530,10374,0.119234966,0.880765034
17183,"Vermilion County, Illinois",78738,8724,70014,32615,49354,0.110797836,0.889202164
17185,"Wabash County, Illinois",11635,1139,10496,3831,8425,0.097894284,0.902105716
17187,"Warren County, Illinois",17594,1918,15676,6808,11595,0.109014437,0.890985563
17189,"Washington County, Illinois",14310,1081,13229,4609,10537,0.075541579,0.924458421
17191,"Wayne County, Illinois",16552,1540,15012,6240,11610,0.093040116,0.906959884
17193,"White County, Illinois",14212,1498,12714,5909,9181,0.105403884,0.894596116
17195,"Whiteside County, Illinois",56814,5686,51128,21570,38754,0.100080966,0.899919034
17197,"Will County, Illinois",675908,62437,613471,152136,519853,0.092374998,0.907625002
17199,"Williamson County, Illinois",64928,6855,58073,24847,42900,0.105578487,0.894421513
17201,"Winnebago County, Illinois",288798,34151,254647,108001,184275,0.118252204,0.881747796
17203,"Woodford County, Illinois",38409,2520,35889,10442,30692,0.065609623,0.934390377
18001,"Adams County, Indiana",34122,8851,25271,8743,20368,0.259392767,0.740607233
18003,"Allen County, Indiana",357255,51847,305408,101586,238419,0.14512603,0.85487397
18005,"Bartholomew County, Indiana",77623,9497,68126,20443,57670,0.122347758,0.877652242
18007,"Benton County, Indiana",8715,1374,7341,3108,5353,0.157659208,0.842340792
18009,"Blackford County, Indiana",12407,2106,10301,4828,7500,0.169742887,0.830257113
18011,"Boone County, Indiana",58687,5009,53678,11470,48219,0.0853511,0.9146489
18013,"Brown County, Indiana",14934,2331,12603,5341,9786,0.156086782,0.843913218
18015,"Carroll County, Indiana",19940,2940,17000,5178,14523,0.147442327,0.852557673
18017,"Cass County, Indiana",37948,6314,31634,12089,24464,0.16638558,0.83361442
18019,"Clark County, Indiana",110744,14993,95751,31129,78345,0.13538431,0.86461569
18021,"Clay County, Indiana",26479,3772,22707,8799,17341,0.14245251,0.85754749
18023,"Clinton County, Indiana",32346,4757,27589,9665,21994,0.147066098,0.852933902
18025,"Crawford County, Indiana",10568,1204,9364,3907,6793,0.113928842,0.886071158
18027,"Daviess County, Indiana",31704,6520,25184,9230,19410,0.205652284,0.794347716
18029,"Dearborn County, Indiana",49283,5141,44142,13022,37127,0.10431589,0.89568411
18031,"Decatur County, Indiana",25809,3682,22127,8188,17280,0.142663412,0.857336588
18033,"DeKalb County, Indiana",41920,5653,36267,12348,29121,0.134852099,0.865147901
18035,"Delaware County, Indiana",115787,15407,100380,36777,78687,0.133063297,0.866936703
18037,"Dubois County, Indiana",41423,3561,37862,10235,32269,0.085966733,0.914033267
18039,"Elkhart County, Indiana",197213,39310,157903,59620,117401,0.199327631,0.800672369
18041,"Fayette County, Indiana",23564,4187,19377,8996,13420,0.177686301,0.822313699
18043,"Floyd County, Indiana",74444,8731,65713,19037,55711,0.11728279,0.88271721
18045,"Fountain County, Indiana",16827,1889,14938,5466,12200,0.112260058,0.887739942
18047,"Franklin County, Indiana",22890,2326,20564,6786,16735,0.101616426,0.898383574
18049,"Fulton County, Indiana",20421,2842,17579,6799,13640,0.139170462,0.860829538
18051,"Gibson County, Indiana",33078,3597,29481,9486,24333,0.108742971,0.891257029
18053,"Grant County, Indiana",68267,9561,58706,25055,43869,0.140053027,0.859946973
18055,"Greene County, Indiana",32681,4560,28121,11687,21228,0.139530614,0.860469386
18057,"Hamilton County, Indiana",288189,21228,266961,40285,249107,0.073659994,0.926340006
18059,"Hancock County, Indiana",70254,7210,63044,16408,55891,0.102627608,0.897372392
18061,"Harrison County, Indiana",38877,4059,34818,11048,28954,0.104406204,0.895593796
18063,"Hendricks County, Indiana",147887,13016,134871,28318,121480,0.088013145,0.911986855
18065,"Henry County, Indiana",46030,7271,38759,15550,30561,0.157962199,0.842037801
18067,"Howard County, Indiana",81994,10658,71336,29088,55340,0.129985121,0.870014879
18069,"Huntington County, Indiana",36475,4294,32181,10479,26104,0.117724469,0.882275531
18071,"Jackson County, Indiana",42539,6267,36272,12045,29541,0.147323632,0.852676368
18073,"Jasper County, Indiana",33076,3858,29218,8987,24485,0.116640464,0.883359536
18075,"Jay County, Indiana",21059,2818,18241,7003,14104,0.133814521,0.866185479
18077,"Jefferson County, Indiana",31161,4299,26862,10525,20723,0.137960913,0.862039087
18079,"Jennings County, Indiana",27952,3784,24168,9355,18359,0.135374928,0.864625072
18081,"Johnson County, Indiana",141660,14947,126713,35875,106311,0.105513201,0.894486799
18083,"Knox County, Indiana",37312,5547,31765,11846,24832,0.148665309,0.851334691
18085,"Kosciusko County, Indiana",77035,12041,64994,20451,53059,0.156305575,0.843694425
18087,"LaGrange County, Indiana",37596,16716,20880,8865,15513,0.444621768,0.555378232
18089,"Lake County, Indiana",489533,71590,417943,159764,313958,0.146241418,0.853758582
18091,"LaPorte County, Indiana",102575,12648,89927,34726,67737,0.123304899,0.876695101
18093,"Lawrence County, Indiana",45343,6529,38814,15762,29623,0.143991355,0.856008645
18095,"Madison County, Indiana",125748,18308,107440,45931,81047,0.145592773,0.854407227
18097,"Marion County, Indiana",909347,150869,758478,306394,536894,0.165909163,0.834090837
18099,"Marshall County, Indiana",46570,7270,39300,13752,30793,0.156109083,0.843890917
18101,"Martin County, Indiana",10205,1349,8856,3284,6873,0.132190103,0.867809897
18103,"Miami County, Indiana",34452,4711,29741,12822,22047,0.136740973,0.863259027
18105,"Monroe County, Indiana",140181,15932,124249,29584,107419,0.113653063,0.886346937
18107,"Montgomery County, Indiana",37670,5203,32467,12917,24668,0.13812052,0.86187948
18109,"Morgan County, Indiana",68723,8561,60162,19643,49033,0.124572559,0.875427441
18111,"Newton County, Indiana",13961,2115,11846,4532,9021,0.151493446,0.848506554
18113,"Noble County, Indiana",46757,6907,39850,13106,32190,0.147721197,0.852278803
18115,"Ohio County, Indiana",6014,857,5157,1702,4375,0.142500831,0.857499169
18117,"Orange County, Indiana",19502,2835,16667,6930,12043,0.145369706,0.854630294
18119,"Owen County, Indiana",21094,3749,17345,7180,13118,0.177728264,0.822271736
18121,"Parke County, Indiana",15722,2544,13178,5500,9706,0.161811474,0.838188526
18123,"Perry County, Indiana",17778,1994,15784,5574,12698,0.112161098,0.887838902
18125,"Pike County, Indiana",12514,1416,11098,4331,8860,0.113153268,0.886846732
18127,"Porter County, Indiana",164433,17900,146533,39321,127005,0.108858927,0.891141073
18129,"Posey County, Indiana",25395,1764,23631,6535,20412,0.069462493,0.930537507
18131,"Pulaski County, Indiana",12946,1916,11030,4564,8396,0.147999382,0.852000618
18133,"Putnam County, Indiana",34485,4520,29965,9166,25334,0.13107148,0.86892852
18135,"Randolph County, Indiana",25462,3876,21586,9248,16006,0.152226848,0.847773152
18137,"Ripley County, Indiana",28184,2803,25381,7829,21051,0.099453591,0.900546409
18139,"Rush County, Indiana",16922,2266,14656,5541,11391,0.133908521,0.866091479
18141,"St. Joseph County, Indiana",264401,35921,228480,78377,179468,0.135858034,0.864141966
18143,"Scott County, Indiana",23589,3288,20301,8623,14709,0.139387002,0.860612998
18145,"Shelby County, Indiana",43746,6324,37422,12829,29902,0.144561789,0.855438211
18147,"Spencer County, Indiana",20681,1996,18685,6080,15597,0.096513708,0.903486292
18149,"Starke County, Indiana",23175,3059,20116,8847,14477,0.131995685,0.868004315
18151,"Steuben County, Indiana",33905,4262,29643,10336,23749,0.125704173,0.874295827
18153,"Sullivan County, Indiana",19067,3104,15963,6556,12389,0.162794357,0.837205643
18155,"Switzerland County, Indiana",10411,2030,8381,3685,6014,0.194986072,0.805013928
18157,"Tippecanoe County, Indiana",176460,21534,154926,38266,132334,0.122033322,0.877966678
18159,"Tipton County, Indiana",15503,2131,13372,4569,11417,0.137457266,0.862542734
18161,"Union County, Indiana",7302,1009,6293,2235,4886,0.13818132,0.86181868
18163,"Vanderburgh County, Indiana",178345,22257,156088,54890,121879,0.124797443,0.875202557
18165,"Vermillion County, Indiana",15719,2066,13653,5701,10372,0.131433297,0.868566703
18167,"Vigo County, Indiana",103867,16034,87833,34018,66038,0.154370493,0.845629507
18169,"Wabash County, Indiana",31498,3233,28265,10720,21994,0.102641438,0.897358562
18171,"Warren County, Indiana",8328,552,7776,2609,6460,0.066282421,0.933717579
18173,"Warrick County, Indiana",59826,4906,54920,14767,48184,0.08200448,0.91799552
18175,"Washington County, Indiana",27735,3931,23804,9551,17902,0.141734271,0.858265729
18177,"Wayne County, Indiana",67247,11770,55477,24256,40692,0.175026395,0.824973605
18179,"Wells County, Indiana",27203,3123,24080,8138,19704,0.114803514,0.885196486
18181,"White County, Indiana",24199,2721,21478,7741,17066,0.112442663,0.887557337
18183,"Whitley County, Indiana",32889,2992,29897,9221,24731,0.090972666,0.909027334
19001,"Adair County, Iowa",7395,503,6892,2674,5730,0.068018932,0.931981068
19003,"Adams County, Iowa",3842,297,3545,1493,2764,0.077303488,0.922696512
19005,"Allamakee County, Iowa",13845,1619,12226,4695,9898,0.116937523,0.883062477
19007,"Appanoose County, Iowa",12606,1537,11069,5011,8147,0.121926067,0.878073933
19009,"Audubon County, Iowa",5773,551,5222,2000,4303,0.09544431,0.90455569
19011,"Benton County, Iowa",25655,1503,24152,7613,20413,0.058585071,0.941414929
19013,"Black Hawk County, Iowa",130572,9848,120724,40951,98425,0.075421989,0.924578011
19015,"Boone County, Iowa",25717,2158,23559,7905,19806,0.083913365,0.916086635
19017,"Bremer County, Iowa",24106,894,23212,6280,20598,0.037086203,0.962913797
19019,"Buchanan County, Iowa",20694,2122,18572,5841,15759,0.1025418,0.8974582
19021,"Buena Vista County, Iowa",20159,2372,17787,5976,14439,0.117664567,0.882335433
19023,"Butler County, Iowa",14702,1077,13625,4466,11733,0.073255339,0.926744661
19025,"Calhoun County, Iowa",9441,689,8752,3803,6968,0.072979557,0.927020443
19027,"Carroll County, Iowa",20337,1061,19276,6257,16225,0.05217092,0.94782908
19029,"Cass County, Iowa",13449,1164,12285,5354,9323,0.086549186,0.913450814
19031,"Cedar County, Iowa",18183,892,17291,5681,14670,0.049056811,0.950943189
19033,"Cerro Gordo County, Iowa",43044,3504,39540,15317,31545,0.081405074,0.918594926
19035,"Cherokee County, Iowa",11593,935,10658,3737,9129,0.080652118,0.919347882
19037,"Chickasaw County, Iowa",12193,830,11363,4372,9176,0.068071845,0.931928155
19039,"Clarke County, Iowa",9146,1195,7951,3526,5961,0.130658211,0.869341789
19041,"Clay County, Iowa",16289,1386,14903,5790,11952,0.085088096,0.914911904
19043,"Clayton County, Iowa",17651,1566,16085,6195,13017,0.088720186,0.911279814
19045,"Clinton County, Iowa",48195,3756,44439,16400,35863,0.077933396,0.922066604
19047,"Crawford County, Iowa",17034,2066,14968,5691,11833,0.121286838,0.878713162
19049,"Dallas County, Iowa",71659,4280,67379,13207,60921,0.05972732,0.94027268
19051,"Davis County, Iowa",8628,2063,6565,2805,5057,0.239105239,0.760894761
19053,"Decatur County, Iowa",8174,1054,7120,3193,5212,0.128945437,0.871054563
19055,"Delaware County, Iowa",17390,912,16478,5091,13858,0.052443933,0.947556067
19057,"Des Moines County, Iowa",39719,3539,36180,15756,27455,0.089100934,0.910899066
19059,"Dickinson County, Iowa",16655,1332,15323,5929,12668,0.079975983,0.920024017
19061,"Dubuque County, Iowa",93953,5298,88655,27380,74974,0.056389897,0.943610103
19063,"Emmet County, Iowa",9773,1133,8640,3226,6783,0.115931648,0.884068352
19065,"Fayette County, Iowa",20334,1883,18451,7572,14226,0.092603521,0.907396479
19067,"Floyd County, Iowa",15927,1463,14464,6283,11043,0.091856596,0.908143404
19069,"Franklin County, Iowa",10426,899,9527,3966,7366,0.086226741,0.913773259
19071,"Fremont County, Iowa",7049,613,6436,2564,5105,0.08696269,0.91303731
19073,"Greene County, Iowa",9103,644,8459,3424,6698,0.070745908,0.929254092
19075,"Grundy County, Iowa",12248,659,11589,3551,10118,0.053804703,0.946195297
19077,"Guthrie County, Iowa",10620,872,9748,3682,7929,0.082109228,0.917890772
19079,"Hamilton County, Iowa",15176,1528,13648,5520,10718,0.100685293,0.899314707
19081,"Hancock County, Iowa",11001,565,10436,3535,8736,0.051358967,0.948641033
19083,"Hardin County, Iowa",16865,1275,15590,5174,13419,0.075600356,0.924399644
19085,"Harrison County, Iowa",14334,1271,13063,4610,10568,0.088670294,0.911329706
19087,"Henry County, Iowa",19175,1678,17497,7124,13478,0.087509778,0.912490222
19089,"Howard County, Iowa",9353,825,8528,3393,6807,0.088206992,0.911793008
19091,"Humboldt County, Iowa",9597,702,8895,3421,7211,0.073147859,0.926852141
19093,"Ida County, Iowa",6950,584,6366,2512,5169,0.084028777,0.915971223
19095,"Iowa County, Iowa",16047,838,15209,5118,13148,0.052221599,0.947778401
19097,"Jackson County, Iowa",19456,1507,17949,6779,14564,0.077456826,0.922543174
19099,"Jasper County, Iowa",34990,2902,32088,11385,26603,0.082937982,0.917062018
19101,"Jefferson County, Iowa",16939,2405,14534,5537,11206,0.141980046,0.858019954
19103,"Johnson County, Iowa",135131,9901,125230,27741,110199,0.073269642,0.926730358
19105,"Jones County, Iowa",19277,1156,18121,6351,15046,0.059967837,0.940032163
19107,"Keokuk County, Iowa",10227,719,9508,3911,7416,0.070304097,0.929695903
19109,"Kossuth County, Iowa",15082,919,14163,4706,12161,0.060933563,0.939066437
19111,"Lee County, Iowa",34837,3904,30933,12881,23530,0.112064759,0.887935241
19113,"Linn County, Iowa",212916,14616,198300,58069,166946,0.06864679,0.93135321
19115,"Louisa County, Iowa",11164,1054,10110,3557,8143,0.094410606,0.905589394
19117,"Lucas County, Iowa",8630,887,7743,3570,5819,0.102780997,0.897219003
19119,"Lyon County, Iowa",11512,1056,10456,3211,8928,0.091730368,0.908269632
19121,"Madison County, Iowa",15417,1114,14303,4270,12301,0.072257897,0.927742103
19123,"Mahaska County, Iowa",22198,1487,20711,7333,16664,0.066988017,0.933011983
19125,"Marion County, Iowa",33026,1732,31294,9650,26769,0.052443529,0.947556471
19127,"Marshall County, Iowa",39904,3402,36502,14681,28088,0.085254611,0.914745389
19129,"Mills County, Iowa",14646,970,13676,4521,11320,0.066229687,0.933770313
19131,"Mitchell County, Iowa",10517,1115,9402,3770,7674,0.106018827,0.893981173
19133,"Monona County, Iowa",8933,773,8160,3564,6386,0.08653308,0.91346692
19135,"Monroe County, Iowa",7875,950,6925,2521,5579,0.120634921,0.879365079
19137,"Montgomery County, Iowa",10342,948,9394,4303,7091,0.091665055,0.908334945
19139,"Muscatine County, Iowa",42398,3966,38432,13795,31644,0.093542148,0.906457852
19141,"O'Brien County, Iowa",13906,1105,12801,4545,10526,0.079462103,0.920537897
19143,"Osceola County, Iowa",6172,639,5533,2066,4486,0.10353208,0.89646792
19145,"Page County, Iowa",14666,1570,13096,5295,10406,0.10705032,0.89294968
19147,"Palo Alto County, Iowa",9051,651,8400,3066,6970,0.071925754,0.928074246
19149,"Plymouth County, Iowa",24610,1325,23285,7215,19851,0.053839902,0.946160098
19151,"Pocahontas County, Iowa",7026,595,6431,2562,5298,0.084685454,0.915314546
19153,"Polk County, Iowa",440306,34630,405676,127173,328672,0.078649848,0.921350152
19155,"Pottawattamie County, Iowa",92037,9873,82164,29885,64696,0.107272075,0.892727925
19157,"Poweshiek County, Iowa",18450,1280,17170,6028,14191,0.069376694,0.930623306
19159,"Ringgold County, Iowa",4920,826,4094,1910,3197,0.167886179,0.832113821
19161,"Sac County, Iowa",9945,707,9238,3369,7667,0.071091001,0.928908999
19163,"Scott County, Iowa",166976,15423,151553,48040,124845,0.092366568,0.907633432
19165,"Shelby County, Iowa",11809,870,10939,4188,8937,0.073672623,0.926327377
19167,"Sioux County, Iowa",33839,2722,31117,8414,27105,0.080439729,0.919560271
19169,"Story County, Iowa",91247,5336,85911,16237,79034,0.058478635,0.941521365
19171,"Tama County, Iowa",17159,1636,15523,5462,12727,0.095343551,0.904656449
19173,"Taylor County, Iowa",6118,695,5423,2252,4251,0.113599215,0.886400785
19175,"Union County, Iowa",12403,1244,11159,4452,8866,0.100298315,0.899701685
19177,"Van Buren County, Iowa",7403,1124,6279,2707,4849,0.151830339,0.848169661
19179,"Wapello County, Iowa",34985,3841,31144,13986,23062,0.10978991,0.89021009
19181,"Warren County, Iowa",46499,2414,44085,11905,38500,0.051915095,0.948084905
19183,"Washington County, Iowa",21596,2010,19586,7007,15971,0.093072791,0.906927209
19185,"Wayne County, Iowa",6274,680,5594,2505,4363,0.108383806,0.891616194
19187,"Webster County, Iowa",35829,3765,32064,13747,24167,0.105082475,0.894917525
19189,"Winnebago County, Iowa",10431,575,9856,3367,8438,0.055124149,0.944875851
19191,"Winneshiek County, Iowa",20678,1145,19533,5364,17169,0.05537286,0.94462714
19193,"Woodbury County, Iowa",101424,11873,89551,33096,68463,0.117063023,0.882936977
19195,"Worth County, Iowa",7462,616,6846,2486,5598,0.082551595,0.917448405
19197,"Wright County, Iowa",12830,1074,11756,4771,9298,0.083710055,0.916289945
20001,"Allen County, Kansas",13027,1731,11296,4848,8609,0.132877869,0.867122131
20003,"Anderson County, Kansas",7846,1067,6779,3198,5005,0.135992863,0.864007137
20005,"Atchison County, Kansas",16531,2313,14218,5141,11475,0.13991894,0.86008106
20007,"Barber County, Kansas",4859,533,4326,1717,3492,0.109693353,0.890306647
20009,"Barton County, Kansas",27169,4114,23055,9031,17467,0.151422577,0.848577423
20011,"Bourbon County, Kansas",14650,1626,13024,5331,9645,0.110989761,0.889010239
20013,"Brown County, Kansas",9821,1309,8512,3636,6522,0.133285816,0.866714184
20015,"Butler County, Kansas",64132,6278,57854,16935,48847,0.097891848,0.902108152
20017,"Chase County, Kansas",2616,336,2280,857,1907,0.128440367,0.871559633
20019,"Chautauqua County, Kansas",3485,591,2894,1470,2151,0.169583931,0.830416069
20021,"Cherokee County, Kansas",20950,3040,17910,7691,13301,0.145107399,0.854892601
20023,"Cheyenne County, Kansas",2652,352,2300,907,1967,0.132730015,0.867269985
20025,"Clark County, Kansas",2113,210,1903,653,1626,0.099384761,0.900615239
20027,"Clay County, Kansas",8171,536,7635,2632,6549,0.065597846,0.934402154
20029,"Cloud County, Kansas",9170,1413,7757,3208,6188,0.154089422,0.845910578
20031,"Coffey County, Kansas",8369,856,7513,2655,6135,0.102282232,0.897717768
20033,"Comanche County, Kansas",1838,211,1627,604,1406,0.114798694,0.885201306
20035,"Cowley County, Kansas",35084,4048,31036,11801,24655,0.11538023,0.88461977
20037,"Crawford County, Kansas",38623,5732,32891,11011,25656,0.148408979,0.851591021
20039,"Decatur County, Kansas",2820,416,2404,1198,1777,0.14751773,0.85248227
20041,"Dickinson County, Kansas",19142,1863,17279,6195,14080,0.097325253,0.902674747
20043,"Doniphan County, Kansas",7799,993,6806,2260,5600,0.127324016,0.872675984
20045,"Douglas County, Kansas",113009,14156,98853,20782,88315,0.125264359,0.874735641
20047,"Edwards County, Kansas",2915,452,2463,886,2019,0.155060034,0.844939966
20049,"Elk County, Kansas",2675,351,2324,1096,1808,0.131214953,0.868785047
20051,"Ellis County, Kansas",28594,2716,25878,6805,22742,0.094984962,0.905015038
20053,"Ellsworth County, Kansas",5435,454,4981,1734,4175,0.083532659,0.916467341
20055,"Finney County, Kansas",36846,6085,30761,10084,23874,0.165146827,0.834853173
20057,"Ford County, Kansas",34093,6256,27837,8952,21669,0.183498079,0.816501921
20059,"Franklin County, Kansas",25668,2474,23194,7692,19169,0.096384603,0.903615397
20061,"Geary County, Kansas",32118,3484,28634,7986,24266,0.108474998,0.891525002
20063,"Gove County, Kansas",2731,336,2395,864,2031,0.123031856,0.876968144
20065,"Graham County, Kansas",2571,189,2382,999,1944,0.073512252,0.926487748
20067,"Grant County, Kansas",7777,1331,6446,1940,5066,0.171145686,0.828854314
20069,"Gray County, Kansas",5949,787,5162,1315,4417,0.132291141,0.867708859
20071,"Greeley County, Kansas",1195,79,1116,350,965,0.066108787,0.933891213
20073,"Greenwood County, Kansas",6399,751,5648,2467,4442,0.117362088,0.882637912
20075,"Hamilton County, Kansas",2623,576,2047,841,1462,0.219595883,0.780404117
20077,"Harper County, Kansas",5737,684,5053,1789,4232,0.119226076,0.880773924
20079,"Harvey County, Kansas",34131,3373,30758,9945,25522,0.098825115,0.901174885
20081,"Haskell County, Kansas",4156,790,3366,1106,2576,0.190086622,0.809913378
20083,"Hodgeman County, Kansas",1910,288,1622,535,1390,0.15078534,0.84921466
20085,"Jackson County, Kansas",13307,1167,12140,3739,10397,0.087698204,0.912301796
20087,"Jefferson County, Kansas",18681,1705,16976,5300,14453,0.091269204,0.908730796
20089,"Jewell County, Kansas",3026,239,2787,1214,2256,0.078982155,0.921017845
20091,"Johnson County, Kansas",555890,45461,510429,101703,464426,0.081780568,0.918219432
20093,"Kearny County, Kansas",3863,356,3507,892,2964,0.092156355,0.907843645
20095,"Kingman County, Kansas",7637,992,6645,2407,5384,0.129893937,0.870106063
20097,"Kiowa County, Kansas",2458,329,2129,756,1795,0.133848657,0.866151343
20099,"Labette County, Kansas",20876,2881,17995,7116,13779,0.138005365,0.861994635
20101,"Lane County, Kansas",1632,143,1489,530,1239,0.087622549,0.912377451
20103,"Leavenworth County, Kansas",70346,6382,63964,18024,56024,0.090722998,0.909277002
20105,"Lincoln County, Kansas",3109,362,2747,1029,2187,0.116436153,0.883563847
20107,"Linn County, Kansas",9466,1013,8453,3312,6728,0.107014578,0.892985422
20109,"Logan County, Kansas",2739,312,2427,859,2068,0.113910186,0.886089814
20111,"Lyon County, Kansas",33118,5387,27731,9316,22076,0.162660789,0.837339211
20113,"McPherson County, Kansas",28673,2166,26507,7978,22739,0.07554145,0.92445855
20115,"Marion County, Kansas",12053,1085,10968,4032,8969,0.090019082,0.909980918
20117,"Marshall County, Kansas",9819,938,8881,3153,7510,0.095529076,0.904470924
20119,"Meade County, Kansas",4321,480,3841,1130,3301,0.111085397,0.888914603
20121,"Miami County, Kansas",32214,3090,29124,7961,25426,0.095921028,0.904078972
20123,"Mitchell County, Kansas",6152,408,5744,1724,4901,0.066319896,0.933680104
20125,"Montgomery County, Kansas",34044,5166,28878,11617,21915,0.151744801,0.848255199
20127,"Morris County, Kansas",5720,579,5141,2012,4348,0.101223776,0.898776224
20129,"Morton County, Kansas",3066,299,2767,858,2255,0.0975212,0.9024788
20131,"Nemaha County, Kansas",9800,644,9156,2617,7813,0.065714286,0.934285714
20133,"Neosho County, Kansas",16211,1843,14368,5761,10874,0.113688236,0.886311764
20135,"Ness County, Kansas",3043,251,2792,1073,2314,0.08248439,0.91751561
20137,"Norton County, Kansas",4787,505,4282,1503,3397,0.105494046,0.894505954
20139,"Osage County, Kansas",15938,1914,14024,5460,11444,0.12009035,0.87990965
20141,"Osborne County, Kansas",3701,353,3348,1308,2773,0.095379627,0.904620373
20143,"Ottawa County, Kansas",5965,730,5235,1674,4515,0.122380553,0.877619447
20145,"Pawnee County, Kansas",5967,843,5124,1799,4251,0.141277024,0.858722976
20147,"Phillips County, Kansas",5439,481,4958,1861,4049,0.088435374,0.911564626
20149,"Pottawatomie County, Kansas",21770,1699,20071,5043,17586,0.078043179,0.921956821
20151,"Pratt County, Kansas",9615,994,8621,2957,7040,0.103380135,0.896619865
20153,"Rawlins County, Kansas",2520,201,2319,928,1876,0.079761905,0.920238095
20155,"Reno County, Kansas",61683,8236,53447,20115,42805,0.133521392,0.866478608
20157,"Republic County, Kansas",4765,514,4251,1827,3337,0.107869885,0.892130115
20159,"Rice County, Kansas",9868,1506,8362,3011,6740,0.152614512,0.847385488
20161,"Riley County, Kansas",67783,5108,62675,10275,58279,0.075358128,0.924641872
20163,"Rooks County, Kansas",5020,587,4433,1612,3700,0.116932271,0.883067729
20165,"Rush County, Kansas",3153,318,2835,1116,2267,0.100856327,0.899143673
20167,"Russell County, Kansas",6834,549,6285,2736,4899,0.080333626,0.919666374
20169,"Saline County, Kansas",54967,7672,47295,15662,38387,0.139574654,0.860425346
20171,"Scott County, Kansas",4877,388,4489,1134,4112,0.079557105,0.920442895
20173,"Sedgwick County, Kansas",497349,67903,429446,137141,344379,0.136529881,0.863470119
20175,"Seward County, Kansas",23095,4450,18645,6061,14309,0.192682399,0.807317601
20177,"Shawnee County, Kansas",175335,21012,154323,54994,125073,0.119839165,0.880160835
20179,"Sheridan County, Kansas",2508,246,2262,918,1858,0.098086124,0.901913876
20181,"Sherman County, Kansas",6010,961,5049,2219,3624,0.159900166,0.840099834
20183,"Smith County, Kansas",3711,305,3406,1446,2775,0.082188089,0.917811911
20185,"Stafford County, Kansas",4270,537,3733,1527,2898,0.125761124,0.874238876
20187,"Stanton County, Kansas",2145,284,1861,510,1614,0.132400932,0.867599068
20189,"Stevens County, Kansas",5657,876,4781,1338,4077,0.154852395,0.845147605
20191,"Sumner County, Kansas",23307,2580,20727,6838,17019,0.110696357,0.889303643
20193,"Thomas County, Kansas",7819,581,7238,1774,6479,0.074306177,0.925693823
20195,"Trego County, Kansas",2869,344,2525,752,2307,0.119902405,0.880097595
20197,"Wabaunsee County, Kansas",6932,559,6373,1702,5712,0.080640508,0.919359492
20199,"Wallace County, Kansas",1551,240,1311,416,1108,0.154738878,0.845261122
20201,"Washington County, Kansas",5586,568,5018,1882,4090,0.101682778,0.898317222
20203,"Wichita County, Kansas",2189,294,1895,669,1672,0.134307903,0.865692097
20205,"Wilson County, Kansas",9050,1844,7206,3568,5035,0.203756906,0.796243094
20207,"Woodson County, Kansas",3199,504,2695,1280,2025,0.157549234,0.842450766
20209,"Wyandotte County, Kansas",158279,37931,120348,53877,81134,0.239646447,0.760353553
21001,"Adair County, Kentucky",18760,3200,15560,7338,10406,0.170575693,0.829424307
21003,"Allen County, Kentucky",20005,3300,16705,7249,11955,0.16495876,0.83504124
21005,"Anderson County, Kentucky",21550,2434,19116,5950,15945,0.112946636,0.887053364
21007,"Ballard County, Kentucky",8149,1017,7132,3175,5090,0.124800589,0.875199411
21009,"Barren County, Kentucky",41885,6298,35587,15855,24964,0.150364092,0.849635908
21011,"Bath County, Kentucky",11771,1931,9840,5339,6008,0.164047235,0.835952765
21013,"Bell County, Kentucky",27354,4894,22460,13793,11659,0.178913504,0.821086496
21015,"Boone County, Kentucky",122230,10516,111714,25403,98410,0.086034525,0.913965475
21017,"Bourbon County, Kentucky",19718,2786,16932,6988,12617,0.14129222,0.85870778
21019,"Boyd County, Kentucky",47079,6336,40743,19725,28294,0.134582298,0.865417702
21021,"Boyle County, Kentucky",28027,3551,24476,10093,18303,0.126699254,0.873300746
21023,"Bracken County, Kentucky",8418,773,7645,2736,5896,0.091827037,0.908172963
21025,"Breathitt County, Kentucky",13496,2056,11440,7157,5442,0.152341434,0.847658566
21027,"Breckinridge County, Kentucky",19816,3209,16607,7644,12067,0.161939847,0.838060153
21029,"Bullitt County, Kentucky",75779,6596,69183,20796,58329,0.087042584,0.912957416
21031,"Butler County, Kentucky",12589,1773,10816,5276,6819,0.140837239,0.859162761
